,product_name,price,seller,location,number_sold,rating,link
77,EZ 30ML - APPLE PEACH,34000,gazafiesca,Bandung,250,4.8,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yNHpnpH_K7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpH_UDUMoFyaUE6AnFbm-FQRo2PcB5QiUEH_nDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEH_HDUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pHObAJhopHDH_JR6u7DUMNwyfVXgcBjy9zB9fVjraUEopeDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpU7bsjFHsUfH_jRHAnaHsJDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBkgRPg8Bud_1zS81h1z_uvz7B7_jPVPO22HAu68jOE_VzC8JNEeMhozJ7h3MO-8V2AZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPRxizpjpgjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92oqBVO_OzC81Ok39xvucoR_1z-81O_Zsjibm-sQIupPcua9fBj9RyaUstao_rOHiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sKhoadO6_eFosep6Arao_1Nbm-hP3ua8uYag3hay3N09RosQR-BUstFbsUfHAKfo_KdosrFHAeOo_VY?dv=desktop&is_search=1&pub_unit=0&pub_id=0&management_type=2&pub_domain=0&keywords=perak+1oz&t=desktop&src=search&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fgazafiesca%2Fez-30ml-apple-peach%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=3
78,Australian Lunar Year of the Rabbit 2023 1oz privy Dragon koin perak,685000,Kedai KuPih,Surabaya,1,5.0,https://www.tokopedia.com/kedaikupih/australian-lunar-year-of-the-rabbit-2023-1oz-privy-dragon-koin-perak?extParam=ivf%3Dfalse%26src%3Dsearch
79,Koin Perak Kanada 2016 Predator Series Cougar - 1oz Fine Silver Coin,500000,Nurse cell,Kab. Sukabumi,6,3.7,https://www.tokopedia.com/nursecell/koin-perak-kanada-2016-predator-series-cougar-1oz-fine-silver-coin?extParam=ivf%3Dfalse%26src%3Dsearch
80,SILVER PERAK ISILVER NABI MUSA 1OZ 1 OZ 31.1GR + FREE Gift ,595000,PACIH,Depok,4,5.0,https://www.tokopedia.com/pacih/silver-perak-isilver-nabi-musa-1oz-1-oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
81,Koin Perak/Silver Coin South Africa Krugerrand 2019 (1oz) Fine Silver,725000,Fine Gold Gallery,Jakarta Utara,1,5.0,https://www.tokopedia.com/finegoldgallery/koin-perak-silver-coin-south-africa-krugerrand-2019-1oz-fine-silver?extParam=ivf%3Dfalse%26src%3Dsearch
82,Vibe Creme de Menthe 700ml,250000,Liquors nLiquids,Jakarta Pusat,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_JaHAnfo_JNbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpH_UDUMoFyaUEH_1FHmFircYpq9z2Qfdi6sJhbm-xQcri6i-0g9BRQR-j9Rz59RCaQfzOyRzwgcuMy9uDPmUDUMNOQ3-BrBY5gBYxgIHi6sJpbm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDpoZF7o_rFbAeO6ACPbm-X9foxQMz2gcV7guYxgIHi6sr7bm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHhoid76_np6Aepo_n7Hs1doaFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32SPOBEu9xozcPN_VzVo1YIZ9z6z7uR3MjFo1NE_92HuJVd_S2mQJOJ__VqQ1Bd3jo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8c-I6_oMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jO139u6zcWR_92SHJOEu9P6zJjh_7zsq3gzv_7ibm-sQIupPcua9fBj9RyaUsthHprO6ZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUSCaq3oB9f-2gmUEH_1FHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRoAnXH_r7opHRoprpHAnFoiFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdFHs1OHpnNH_ya6A1OosKdHpoY?r=https%3A%2F%2Fwww.tokopedia.com%2Fliquliqu%2Fvibe-creme-de-menthe-700ml%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&pub_unit=0&management_type=1&src=search&is_search=1&ob=23&t=desktop&dv=desktop&keywords=perak+1oz&page=3&pub_domain=0
83,Koin Perak / Silver Coin Perth Mint Wolverine 1Oz-Fine Silver 999,1150000,Fine Gold Gallery,Jakarta Utara,2,5.0,https://www.tokopedia.com/finegoldgallery/koin-perak-silver-coin-perth-mint-wolverine-1oz-fine-silver-999?extParam=ivf%3Dfalse%26src%3Dsearch
84,Koin Perak Vergulde Draeck 1656 1 Oz Australia 2020 Silver Coin 1Oz,1070000,iXiopa,Surabaya,1,5.0,https://www.tokopedia.com/ixiopa/koin-perak-vergulde-draeck-1656-1-oz-australia-2020-silver-coin-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
85,Koin Perak 2020 UK Britannia 1 oz Silver Coin troy ounce 1oz,825000,teknopolis,Bandung,7,5.0,https://www.tokopedia.com/teknopolis/koin-perak-2020-uk-britannia-1-oz-silver-coin-troy-ounce-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
86,Perak Batangan Isilver Bekantan Colorized 1oz Silver not antam nadir,750000,Goldsurabaya,Surabaya,2,5.0,https://www.tokopedia.com/goldsurabaya/perak-batangan-isilver-bekantan-colorized-1oz-silver-not-antam-nadir?extParam=ivf%3Dfalse%26src%3Dsearch
87,Koin Perak Tuvalu 60 Years of Bond Coloured 1oz Silver not antam pamp,775000,Goldsurabaya,Surabaya,2,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-tuvalu-60-years-of-bond-coloured-1oz-silver-not-antam-pamp?extParam=ivf%3Dfalse%26src%3Dsearch
88,Koin Perak Tuvalu 60 Years of Bond 1oz not antam srh nadir isilver,700000,Goldsurabaya,Surabaya,2,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-tuvalu-60-years-of-bond-1oz-not-antam-srh-nadir-isilver?extParam=ivf%3Dfalse%26src%3Dsearch
89,PRO] SILVER PERAK ISILVER BEKANTAN 1oZ (31.1gr) + FREE GIFT,615000,PACIH,Depok,7,5.0,https://www.tokopedia.com/pacih/pro-silver-perak-isilver-bekantan-1oz-31-1gr-free-gift-1-oz-31-1g?extParam=ivf%3Dfalse%26src%3Dsearch
90,Kapsul koin/Premium/pelindung koin/super clear/koin perak 1oz (31 gr),10000,JM electo,Kab. Probolinggo,30,5.0,https://www.tokopedia.com/harelectro/kapsul-koin-premium-pelindung-koin-super-clear-koin-perak-1oz-31-gr-ukuran-40-6mm?extParam=ivf%3Dfalse%26src%3Dsearch
91,Koin Perak American Silver Eagle (ASE) 2023 1oz Silver Coin,600000,Bullion Enthusiast,Tangerang Selatan,16,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jdoAKfosjObm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHsHDUMoFyaUEop1Fbm-FQRo2PcB5QiUEHiFiy3hSUstirRzW9fFhUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstigcuMUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6seOoZdRH_yhHAnNHA1fHsrRbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O1e3BHe72kgJxGgMHauMxsQ1N5Z325q1OAZ9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9P-q9P2yM7NPujau3Bvq120_uzooV2WuMBoepCN_1P3QJh11Mh6uco7332ZqOBNHI2qQu1p_92CP77az9x6qjV2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq12p_uydHJOEqp-MZIxEgJrh6cgI_MB-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoe7BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qj7p_BH7oJY13926qBJp_S2oo1Ok3_C-QsnYUiFiyfhOrRzBrBY2gVYfHiUEHpjNoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHsrf6ZUDUsep6_yibmUp6AHpUB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirI-2yfuwyMBjUstRo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_U7bsHFos1hoA1hopypH_jDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHsUfHAUao_1NopraH_rdH97?t=desktop&pub_domain=0&ob=23&is_search=1&keywords=perak+1oz&src=search&page=4&r=https%3A%2F%2Fwww.tokopedia.com%2Fbullion-enthusiast%2Fkoin-perak-american-silver-eagle-ase-2023-1oz-silver-coin%3FextParam%3Divf%253Dtrue%26src%3Dtopads&dv=desktop&pub_id=0&pub_unit=0&management_type=1
92,PAMP Silver 2013 Lunar Series SNAKE 1oz PRESS,2335000,jeltia fashion shope,Kab. Bandung,5,5.0,https://www.tokopedia.com/archive-jelitafashionsho/pamp-silver-2013-lunar-series-snake-1oz-press?extParam=ivf%3Dfalse%26src%3Dsearch
93,Silver Coin Koin Perak Tetris Tetrimino Blok TEP Colour 1OZ,725000,De Silvera,Jakarta Utara,1,5.0,https://www.tokopedia.com/desilvera/silver-coin-koin-perak-tetris-tetrimino-blok-tep-colour-1oz?extParam=ivf%3Dfalse%26src%3Dsearch
94,Koin Perak / Silver Coin Perth Mint Wolverine 1Oz-Fine Silver 999,1150000,Fine Gold Gallery,Jakarta Utara,2,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_nhH_Jdo_eabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHsHDUMoFyaUEopnFbm-FQRo2PcB5QiUEoiFiy3hSUstirRzW9fFhUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHfHmdNosrfosr7Hp1FosjObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-QuVd_92tQu29Z9PHuJBR3BPuPJNIu_V68_V2_jPZqjh1_MOqucoE_1zC8BB1z_-oe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pd3I2z8jY13sxMZJdFyBxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMDp_c2sHJOE__CozJVE_uzzoJOE33BM1_7YUiFiyfhOrRzBrBY2gVYfHiUEHpeRH_JDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-FrMBsguYiq3ei6srFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstp6AjX6AHaosU7oAydHpyfHs1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHAKN6_HF6_Kpo_nOo_efHAgY?src=search&ob=23&management_type=2&pub_domain=0&page=4&t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ffinegoldgallery%2Fkoin-perak-silver-coin-perth-mint-wolverine-1oz-fine-silver-999%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&pub_unit=0&is_search=1&keywords=perak+1oz
95,Koin Perak San Diego Zoo Wildlife Alliance Rhinoceros 1oz Colorized,825000,Fine Gold Gallery,Jakarta Utara,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_URHAJdosJ7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHsHDUMoFyaUEos1Fbm-FQRo2PcB5QiUEoaFiy3hSUstirRzW9fFhUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sHfHaddHAnOHp1OH_HRo_HObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-QuVd_92tQu29Z9PHuJBR3BPuPJNIu_V68_V2_jPZqjh1_MOqucoE_1zC8BB1z_-oe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pd3I2z8jY13sxMZJdFyBxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBo8jVR_c2CoJOJe9B6zVjp_1zo8jOJ3_--QsnYUiFiyfhOrRzBrBY2gVYfHiUEHpyRo_KDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-FrMBsguYiq3ei6syOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstp6ArX6_K7HAyF6AUaHpUDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHAyR6_eNHpyfH_jaopeFHAPY?pub_id=0&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Ffinegoldgallery%2Fkoin-perak-san-diego-zoo-wildlife-alliance-rhinoceros-1oz-colorized%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&management_type=2&is_search=1&page=4&pub_unit=0&pub_domain=0&dv=desktop&ob=23&keywords=perak+1oz
96,Koin Perak Pamp Suisse 2020 Santa Claus Shaped 1oz Solomon Island,1650000,Fine Gold Gallery,Jakarta Utara,1,5.0,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_HaHpjhH_y7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHsHDUMoFyaUEopnFbm-FQRo2PcB5QiUEH_nDUMVDgaUEUSo7QuYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BD7Hpjf9ZFiQBYsy3Njq3zxPcuwy3zpUstRHmFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpo_UXH_Up6AUNosJR6ArNomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3Oz8JOEqcOqu7BR_Vz-PO29u9z6zO1h_Sjhq1NI1M2HuJNW3Bzs8jOJe92guJ1a_1o-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8VxE192vuVtdgjx6Hc-y8AxgHjB2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_320P7hk1_CvzVuN_1z0o1Y1__VvuJB2gBJYvZUDUMoDP9o7g9-wq3zwPsUi6sHN6_rDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsURosjibmU7HpjfUiFiHpKpHa-Pbm-FrMBsguYiq3ei6srFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstpopyXosJho_Hf6_HFosKposyDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHAyNHAKOoprh6AHN6A1O6AoY?pub_id=0&page=4&t=desktop&ob=23&dv=desktop&pub_unit=0&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Ffinegoldgallery%2Fkoin-perak-pamp-suisse-2020-santa-claus-shaped-1oz-solomon-island%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=perak+1oz&pub_domain=0&management_type=2&src=search
97,SILVER PERAK ISILVER NEW BARU ASMAUL HUSNA 1oZ (31.1gr) + FREE GIFT,630000,PACIH,Depok,16,5.0,https://www.tokopedia.com/pacih/silver-perak-isilver-new-baru-asmaul-husna-1oz-31-1gr-free-gift?extParam=ivf%3Dfalse%26src%3Dsearch
98,Koin Perak Australian Bird of Paradise 1oz Silver not antam isilver,725000,Goldsurabaya,Surabaya,1,5.0,https://www.tokopedia.com/goldsurabaya/koin-perak-australian-bird-of-paradise-1oz-silver-not-antam-isilver?extParam=ivf%3Dfalse%26src%3Dsearch
99,Koin Perak Maple Leaf 2023 1 oz Silver Coin,525000,Bullion Enthusiast,Tangerang Selatan,27,4.9,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jao_jFHsHpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-7QSom1Vx_qjov83hbZSVkgBBvPsVVy7gsZcdOZBUN_MzS_jVzZf1OrJ1N1pPhrRC763YCguVMZuY2gI-foAVXu3uaQ_xvrsC0q1yf8soW3Ax_1IKfoJhegu-EquouHIuDH9oIrBCVzIx3y3HpgsnRz_zsqu-y31ogeSuk1sBHyaUDUSz2Q31i6sJf6_ja6AnpHsHDUMoFyaUEH_JFHmFircYpq9z2Qfdi6sJabm-xQcri6i-xQIzwqfuNPfYagVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pep6_gPbm-X9foxQMz2gcV7guYxgIHi6srFbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sJaoAjXo_KNomFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoq_e7_32zoJN1gpo6ucoR_M2-8JNJyfBHe72kgJxGgMHauMxsQ1N5Z325q1O2oAzouVjO_1zVHJOJgpC6uJJp_1zzH1B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-QuVd_92tQu29Z9PHuJBR3BPuPJNIu_V68_V2_jPZqjh1_MOqucoE_1zC8BB1z_-oe7BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9Pd3I2z8jY13sxMZJdFyBxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z926zJVO_Bzu8jOkz_C68jVE_uzS8jNNZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk1_C6epea_OzoH7OJz_zvucWN_BzgoJBXHA7ibm-sQIupPcua9fBj9RyaUstp6_jRbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaopyNUiFioAHNoiUDUsHdHpHi9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-0QfBXUICBrMV0UcYEUiFigR-5P9CwrRzay9zBgRji6BDhbA-Pbm-FrMBsguYiq3ei6sJhHAnDUMP5y3hwq3ei6sUDUMDaqOYjq9o7y3NsguYpyfYagZUEHmdaHpUNH_jNosJaH_eFos1OoZFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstho_1absefo_n76AH7HsepomFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdpopeRosnaopJ7HAJdoAedwe?management_type=1&ob=23&keywords=perak+1oz&pub_domain=0&r=https%3A%2F%2Fwww.tokopedia.com%2Fbullion-enthusiast%2Fkoin-perak-maple-leaf-2023-1-oz-silver-coin%3FextParam%3Divf%253Dtrue%26src%3Dtopads&dv=desktop&page=4&pub_id=0&t=desktop&src=search&is_search=1&pub_unit=0
